ㄱㅏ	ka̠
ㄱㅏㄴㅅㅣㄹㄱㅏㄴㅅㅣㄹㅎㅏㄷㅏ	ka̠nɕʰiɭɡa̠nɕʰiɾɦa̠da̠
ㄱㅏㄴㅇㅏㄱ	ka̠na̠k̚
ㄱㅏㄴㅇㅏㄱㅁㅜㅆㅏㅇ	ka̠na̠ŋmus͈a̠ŋ
ㄱㅏㄴㅇㅏㄱㅎㅏㄷㅏ	ka̠na̠kʰa̠da̠
ㄱㅏㄴㅇㅓㄴ	ka̠nʌ̹n
ㄱㅏㄴㅇㅕㅁ	ka̠ɲjʌ̹m
ㄱㅏㄴㅇㅖ	ka̠ɲje̞
ㄱㅏㄴㅇㅛ	ka̠ɲjo
ㄱㅏㄴㅇㅜㅇ	ka̠nuŋ
ㄱㅏㄴㅇㅝㄴ	ka̠nwʌ̹n
ㄱㅏㄴㅇㅡㅁ	ka̠nɯm
ㄱㅏㄴㅇㅢ	ka̠nɰi
ㄱㅏㄴㅇㅣ	ka̠ni
ㄱㅏㄴㅇㅣㅇㅕㄱ	ka̠nijʌ̹k̚
ㄱㅏㄴㅇㅣㄴ	ka̠nin
ㄱㅏㄴㅈㅏㅇ	ka̠nd͡ʑa̠ŋ
ㄱㅏㄴㅈㅏㅇㅈㅣㄱㅔㅁㅣ	ka̠nd͡ʑa̠ŋd͡ʑiɡe̞mi
ㄱㅏㄴㅈㅓㄹ	ka̠nd͡ʑʌ̹ɭ
ㄱㅏㄴㅈㅓㄹㅎㅏㄷㅏ	ka̠nd͡ʑʌ̹ɾɦa̠da̠
ㄱㅏㄴㅈㅓㅂ	ka̠nd͡ʑʌ̹p̚
ㄱㅏㄴㅈㅓㅂ ㅎㅘㅂㅓㅂ	ka̠nd͡ʑʌ̹p̚ ɸwa̠bʌ̹p̚
ㄱㅏㄴㅈㅓㅂㄱㅏㅇㅈㅔ	ka̠nd͡ʑʌ̹p̚k͈a̠ŋd͡ʑe̞
ㄱㅏㄴㅈㅓㅂㄱㅗㅇㅅㅣ	ka̠nd͡ʑʌ̹p̚k͈o̞ŋɕʰi
ㄱㅏㄴㅈㅓㅂㄱㅘㅇㄱㅗ	ka̠nd͡ʑʌ̹p̚k͈wa̠ŋɡo̞
ㄱㅏㄴㅈㅓㅂㅁㅏㄹㅅㅐㄱㅣ	ka̠nd͡ʑʌ̹mma̠ɭsʰɛ̝ɡi
ㄱㅏㄴㅈㅓㅂㅂㅓㄹㅊㅏㄱㅣ	ka̠nd͡ʑʌ̹p̚p͈ʌ̹ɭt͡ɕʰa̠ɡi
ㄱㅏㄴㅈㅓㅂㅂㅣ	ka̠nd͡ʑʌ̹p̚p͈i
ㄱㅏㄴㅈㅓㅂㅅㅓㄴㄱㅓ	ka̠nd͡ʑʌ̹ps͈ʌ̹nɡʌ̹
ㄱㅏㄴㅈㅓㅂㅅㅔ	ka̠nd͡ʑʌ̹ps͈e̞
ㄱㅏㄴㅈㅓㅂㅅㅜㄴㅎㅘㄴ	ka̠nd͡ʑʌ̹ps͈unβwa̠n
ㄱㅏㄴㅈㅓㅂㅈㅓㄱ	ka̠nd͡ʑʌ̹p̚t͡ɕ͈ʌ̹k̚
ㄱㅏㄴㅈㅓㅂㅈㅓㅇㅂㅓㅁ	ka̠nd͡ʑʌ̹p̚t͡ɕ͈ʌ̹ŋbʌ̹m
ㄱㅏㄴㅈㅓㅂㅊㅘㄹㅇㅕㅇ	ka̠nd͡ʑʌ̹p̚t͡ɕʰwa̠ɾjʌ̹ŋ
ㄱㅏㄴㅈㅓㅂ ㅎㅘㅂㅓㅂ	ka̠nd͡ʑʌ̹p̚ ɸwa̠bʌ̹p̚
ㄱㅏㄴㅈㅔㅁㅣ	ka̠nd͡ʑe̞mi
ㄱㅏㄴㅈㅗ	ka̠nd͡ʑo̞
ㄱㅏㄴㅈㅗㅇㄱㅏㄴㅈㅗㅇ	ka̠nd͡ʑo̞ŋɡa̠nd͡ʑo̞ŋ
ㄱㅏㄴㅈㅗㅇㄱㅏㄴㅈㅗㅇㅎㅏㄷㅏ	ka̠nd͡ʑo̞ŋɡa̠nd͡ʑo̞ŋɦa̠da̠
ㄱㅏㄴㅈㅗㅇㄱㅡㄹㅣㄷㅏ	ka̠nd͡ʑo̞ŋɡɯɾida̠
ㄱㅏㄴㅈㅗㅇㅇㅣㄷㅏ	ka̠nd͡ʑo̞ŋida̠
ㄱㅏㄴㅈㅜ	ka̠nd͡ʑu
ㄱㅏㄴㅈㅜㅎㅏㄷㅏ	ka̠nd͡ʑuɦa̠da̠
ㄱㅏㄴㅈㅡㅁㅔ	ka̠nd͡ʑɯme̞
ㄱㅏㄴㅈㅡㅇ	ka̠nd͡ʑɯŋ
ㄱㅏㄴㅈㅣ	ka̠nd͡ʑi
ㄱㅏㄴㅈㅣㄷㅏ	ka̠nd͡ʑida̠
ㄱㅏㄴㅈㅣㄹㅓㅁ	ka̠nd͡ʑiɾʌ̹m
ㄱㅏㄴㅈㅣㄹㅓㅂㄷㅏ	ka̠nd͡ʑiɾʌ̹p̚t͈a̠
ㄱㅏㄴㅈㅣㄱ	ka̠nd͡ʑik̚
ㄱㅏㄴㅈㅣㄱㅎㅏㄷㅏ	ka̠nd͡ʑikʰa̠da̠
ㄱㅏㄴㅈㅣㄹ	ka̠nd͡ʑiɭ
ㄱㅏㄴㅈㅣㄹㄱㅏㄴㅈㅣㄹ	ka̠nd͡ʑiɭɡa̠nd͡ʑiɭ
ㄱㅏㄴㅈㅣㄹㄱㅏㄴㅈㅣㄹㅎㅏㄷㅏ	ka̠nd͡ʑiɭɡa̠nd͡ʑiɾɦa̠da̠
ㄱㅏㄴㅈㅣㄹㄱㅓㄹㅣㄷㅏ	ka̠nd͡ʑiɭɡʌ̹ɾida̠
ㄱㅏㄴㅈㅣㄹㄱㅜㄷㅏ	ka̠nd͡ʑiɭɡuda̠
ㄱㅏㄴㅈㅣㄹㄷㅐㄷㅏ	ka̠nd͡ʑiɭdɛ̝da̠
ㄱㅏㄴㅈㅣㄹㅇㅣㄷㅏ	ka̠nd͡ʑiɾida̠
ㄱㅏㄴㅈㅣㅅㄷㅐ	ka̠nd͡ʑit̚t͈ɛ̝
ㄱㅏㄴㅊㅏㅁ	ka̠nt͡ɕʰa̠m
ㄱㅏㄴㅊㅐㄱ	ka̠nt͡ɕʰɛ̝k̚
ㄱㅏㄴㅊㅓㄱ	ka̠nt͡ɕʰʌ̹k̚
ㄱㅏㄴㅊㅓㄱㅈㅣ	ka̠nt͡ɕʰʌ̹k̚t͡ɕ͈i
ㄱㅏㄴㅊㅓㅂ	ka̠nt͡ɕʰʌ̹p̚
ㄱㅏㄴㅊㅓㅇ	ka̠nt͡ɕʰʌ̹ŋ
ㄱㅏㄴㅊㅓㅇㅎㅏㄷㅏ	ka̠nt͡ɕʰʌ̹ŋɦa̠da̠
ㄱㅏㄴㅊㅔ	ka̠nt͡ɕʰe̞
ㄱㅏㄴㅊㅜㄹㅣㄷㅏ	ka̠nt͡ɕʰuɾida̠
ㄱㅏㄴㅊㅟ	ka̠nt͡ɕʰɥi
ㄱㅏㄴㅌㅗㅇ	ka̠ntʰo̞ŋ
ㄱㅏㄴㅌㅗㅇㅎㅏㄷㅏ	ka̠ntʰo̞ŋɦa̠da̠
ㄱㅏㄴㅌㅡㄱ	ka̠ntʰɯk̚
ㄱㅏㄴㅍㅏ	ka̠npʰa̠
ㄱㅏㄴㅍㅏㅎㅏㄷㅏ	ka̠npʰa̠ɦa̠da̠
ㄱㅏㄴㅍㅏㄴ	ka̠npʰa̠n
ㄱㅏㄴㅍㅕㄴ	ka̠npʰjʌ̹n
ㄱㅏㄴㅍㅕㄴㅎㅏㄷㅏ	ka̠npʰjʌ̹nɦa̠da̠
ㄱㅏㄴㅍㅣㅂ	ka̠npʰip̚
ㄱㅏㄴㅎㅐㅇ	ka̠nɦɛ̝ŋ
ㄱㅏㄴㅎㅐㅇㅂㅗㄴ	ka̠nɦɛ̝ŋbo̞n
ㄱㅏㄴㅎㅐㅇㅎㅏㄷㅏ	ka̠nɦɛ̝ŋɦa̠da̠
ㄱㅏㄴㅎㅓㄹㅈㅓㄴㄷㅗㅇㄱㅣㄱㅜ	ka̠nɦʌ̹ɭd͡ʑʌ̹ndo̞ŋɡiɡu
ㄱㅏㄴㅎㅓㄹㅊㅓㄴ	ka̠nɦʌ̹ɭt͡ɕʰʌ̹n
ㄱㅏㄴㅎㅗ	ka̠nβo̞
ㄱㅏㄴㅎㅗㅅㅏ	ka̠nβo̞sʰa̠
ㄱㅏㄴㅎㅗㅇㅝㄴ	ka̠nβo̞wʌ̹n
ㄱㅏㄴㅎㅗㅎㅏㄷㅏ	ka̠nβo̞ɦa̠da̠
ㄱㅏㄴㅎㅗㄱ	ka̠nβo̞k̚
ㄱㅏㄷㅎㅣㄷㅏ	ka̠t͡ɕʰida̠
ㄱㅏㄹ	ka̠ɭ
ㄱㅏㄹㄱㅏㄹㅣ	ka̠ɭɡa̠ɾi
ㄱㅏㄹㄱㅏㅇㅟ	ka̠ɭɡa̠ɥi
ㄱㅏㄹㄱㅏㅈㅣ	ka̠ɭɡa̠d͡ʑi
ㄱㅏㄹㄱㅏㄹ	ka̠ɭɡa̠ɭ
ㄱㅏㄹㄱㅏㄹㄱㅓㄹㅣㄷㅏ	ka̠ɭɡa̠ɭɡʌ̹ɾida̠
ㄱㅏㄹㄱㅏㄹㄷㅐㄷㅏ	ka̠ɭɡa̠ɭdɛ̝da̠
ㄱㅏㄹㄱㅏㄹㅎㅏㄷㅏ	ka̠ɭɡa̠ɾɦa̠da̠
ㄱㅏㄹㄱㅏㅇ	ka̠ɭɡa̠ŋ
ㄱㅏㄹㄱㅏㅇㄱㅏㄹㄱㅏㅇ	ka̠ɭɡa̠ŋɡa̠ɭɡa̠ŋ
ㄱㅏㄹㄱㅏㅇㄱㅏㄹㄱㅏㅇㅎㅏㄷㅏ	ka̠ɭɡa̠ŋɡa̠ɭɡa̠ŋɦa̠da̠
ㄱㅏㄹㄱㅏㅇㄱㅓㄹㅣㄷㅏ	ka̠ɭɡa̠ŋɡʌ̹ɾida̠
ㄱㅏㄹㄱㅏㅇㄷㅐㄷㅏ	ka̠ɭɡa̠ŋdɛ̝da̠
ㄱㅏㄹㄱㅏㅇㅂㅓㅈㅡㅁ	ka̠ɭɡa̠ŋbʌ̹d͡ʑɯm
ㄱㅏㄹㄱㅏㅇㅂㅣ	ka̠ɭɡa̠ŋbi
ㄱㅏㄹㄱㅏㅇㅇㅣㄷㅏ	ka̠ɭɡa̠ŋida̠
ㄱㅏㄹㄱㅐ	ka̠ɭɡɛ̝
ㄱㅏㄹㄱㅓㄷㅇㅣ	ka̠ɭɡʌ̹d͡ʑi
ㄱㅏㄹㄱㅕㅆㅡㄷㅏ	ka̠ɭɡjʌ̹s͈ɯda̠
ㄱㅏㄹㄱㅗㄹㅏㅇㅇㅣ	ka̠ɭɡo̞ɾa̠ŋi
ㄱㅏㄹㄱㅗㄹㅣ	ka̠ɭɡo̞ɾi
ㄱㅏㄹㄱㅗㄹㅣㄱㅐㅁㅣ	ka̠ɭɡo̞ɾiɡɛ̝mi
ㄱㅏㄹㄱㅗㄹㅣㄱㅓㄹㅅㅚ	ka̠ɭɡo̞ɾiɡʌ̹ɭsʰø̞
ㄱㅏㄹㄱㅗㄹㅣㅁㅗㅅ	ka̠ɭɡo̞ɾimo̞t̚
ㄱㅏㄹㄱㅜㄹㅣㄴㅜㄴ	ka̠ɭɡuɾinun
ㄱㅏㄹㄱㅡ	ka̠ɭɡɯ
ㄱㅏㄹㄱㅡㄹㅏㅇ	ka̠ɭɡɯɾa̠ŋ
ㄱㅏㄹㄱㅡㄹㅏㅇㄱㅏㄹㄱㅡㄹㅏㅇ	ka̠ɭɡɯɾa̠ŋɡa̠ɭɡɯɾa̠ŋ
ㄱㅏㄹㄱㅡㄹㅏㅇㄱㅏㄹㄱㅡㄹㅏㅇㅎㅏㄷㅏ	ka̠ɭɡɯɾa̠ŋɡa̠ɭɡɯɾa̠ŋɦa̠da̠
ㄱㅏㄹㄱㅡㄹㅏㅇㄱㅓㄹㅣㄷㅏ	ka̠ɭɡɯɾa̠ŋɡʌ̹ɾida̠
ㄱㅏㄹㄱㅡㄹㅏㅇㄷㅐㄷㅏ	ka̠ɭɡɯɾa̠ŋdɛ̝da̠
ㄱㅏㄹㄱㅡㄹㅏㅇㅎㅏㄷㅏ	ka̠ɭɡɯɾa̠ŋɦa̠da̠
ㄱㅏㄹㄱㅡㅇㅑㄱ	ka̠ɭɡɯja̠k̚
ㄱㅏㄹㄱㅡㄴ	ka̠ɭɡɯn
ㄱㅏㄹㄱㅡㄴㄱㅏㄹㄱㅡㄴ	ka̠ɭɡɯnɡa̠ɭɡɯn
ㄱㅏㄹㄱㅡㄴㄱㅏㄹㄱㅡㄴㅎㅏㄷㅏ	ka̠ɭɡɯnɡa̠ɭɡɯnɦa̠da̠
ㄱㅏㄹㄱㅡㄴㄱㅓㄹㅣㄷㅏ	ka̠ɭɡɯnɡʌ̹ɾida̠
ㄱㅏㄹㄱㅡㄴㄷㅐㄷㅏ	ka̠ɭɡɯndɛ̝da̠
ㄱㅏㄹㄱㅣ	ka̠ɭɡi
ㄱㅏㄹㄱㅣㄱㅏㄹㄱㅣ	ka̠ɭɡiɡa̠ɭɡi
ㄱㅏㄹㄱㅣㄷㅏ	ka̠ɭɡida̠
ㄱㅏㄹㄱㅣㅅ	ka̠ɭɡit̚
ㄱㅏㄹㄱㅣㅅㄱㅏㄹㄱㅣㅅ	ka̠ɭɡit̚k͈a̠ɭɡit̚
ㄱㅏㄹㄱㅣㅅㄱㅏㄹㄱㅣㅅㅎㅏㄷㅏ	ka̠ɭɡit̚k͈a̠ɭɡitʰa̠da̠
ㄱㅏㄹㄱㅣㅅㄱㅓㄹㅣㄷㅏ	ka̠ɭɡit̚k͈ʌ̹ɾida̠
ㄱㅏㄹㄱㅣㅅㄷㅐㄷㅏ	ka̠ɭɡit̚t͈ɛ̝da̠
ㄱㅏㄹㄱㅣㅅㅎㅏㄷㅏ	ka̠ɭɡitʰa̠da̠
ㄱㅏㄹㄲㅏㅁㅏㄱㅟ	ka̠ɭk͈a̠ma̠ɡɥi
ㄱㅏㄹㄷㅏ	ka̠ɭda̠
ㄱㅏㄹㄷㅐ	ka̠ɭdɛ̝
ㄱㅏㄹㄷㅡㅇ	ka̠ɭdɯŋ
ㄱㅏㄹㄸㅏㄱㄱㅏㄹㄸㅏㄱ	ka̠ɭt͈a̠k̚k͈a̠ɭt͈a̠k̚
ㄱㅏㄹㄹㅏㅈㅣㄷㅏ	ka̠ɭɭa̠d͡ʑida̠
ㄱㅏㄹㄹㅐㄱㅏㄹㄹㅐ	ka̠ɭɭɛ̝ɡa̠ɭɭɛ̝
ㄱㅏㄹㄹㅠㅁ	ka̠ɭʎjum
ㄱㅏㄹㄹㅣㄷㅏ	ka̠ɭʎida̠
ㄱㅏㄹㄹㅣㅅㅣㅇㅏ	ka̠ɭʎiɕʰia̠
ㄱㅏㄹㄹㅣㅅㅣㅇㅏㅇㅓ	ka̠ɭʎiɕʰia̠ʌ̹
ㄱㅏㄹㄹㅣㅁㄱㅣㄹ	ka̠ɭʎimɡiɭ
ㄱㅏㄹㄹㅣㅁㅈㅣㄹ	ka̠ɭʎimd͡ʑiɭ
ㄱㅏㄹㅁㅏㅇ	ka̠ɭma̠ŋ
ㄱㅏㄹㅁㅏㅇㅎㅏㄷㅏ	ka̠ɭma̠ŋɦa̠da̠
ㄱㅏㄹㅁㅐ	ka̠ɭmɛ̝
ㄱㅏㄹㅁㅐㄱㅣ	ka̠ɭmɛ̝ɡi
ㄱㅏㄹㅁㅐㅅㅐㄱ	ka̠ɭmɛ̝sʰɛ̝k̚
ㄱㅏㄹㅁㅗㄱ	ka̠ɭmo̞k̚
ㄱㅏㄹㅁㅜㄹㅣㅎㅏㄷㅏ	ka̠ɭmuɾiɦa̠da̠
ㄱㅏㄹㅁㅜㄷㅇㅣ	ka̠ɭmud͡ʑi
ㄱㅏㄹㅁㅜㄹ	ka̠ɭmuɭ
ㄱㅏㄹㅂㅗ	ka̠ɭbo̞
ㄱㅏㄹㅂㅗㄹㅡㅁ	ka̠ɭbo̞ɾɯm
ㄱㅏㄹㅂㅜㅌㅇㅣㄷㅏ	ka̠ɭbut͡ɕʰida̠
ㄱㅏㄹㅂㅣ	ka̠ɭbi
ㄱㅏㄹㅂㅣㄱㅜㅇㅣ	ka̠ɭbiɡui
ㄱㅏㄹㅂㅣㅃㅕ	ka̠ɭbip͈jʌ̹
ㄱㅏㄹㅂㅣㅌㅏㅇ	ka̠ɭbitʰa̠ŋ
ㄱㅏㄹㅂㅣㅅㄷㅐ	ka̠ɭbit̚t͈ɛ̝
ㄱㅏㄹㅅㅐㄱ	ka̠ɭsʰɛ̝k̚
ㄱㅏㄹㅅㅐㄱㅇㅕㅊㅣ	ka̠ɭsʰɛ̝ɡjʌ̹t͡ɕʰi
ㄱㅏㄹㅅㅜㄹㅗㄱ	ka̠ɭsʰuɾo̞k̚
ㄱㅏㄹㅅㅜㅇㅟ	ka̠ɭsʰuɥi
ㄱㅏㄹㅅㅣㄴ	ka̠ɭɕʰin
ㄱㅏㄹㅆㅏㅇ	ka̠ɭs͈a̠ŋ
ㄱㅏㄹㅆㅏㅇㄱㅏㄹㅆㅏㅇ	ka̠ɭs͈a̠ŋɡa̠ɭs͈a̠ŋ
ㄱㅏㄹㅆㅏㅇㄱㅏㄹㅆㅏㅇㅎㅏㄷㅏ	ka̠ɭs͈a̠ŋɡa̠ɭs͈a̠ŋɦa̠da̠
ㄱㅏㄹㅆㅏㅇㄱㅓㄹㅣㄷㅏ	ka̠ɭs͈a̠ŋɡʌ̹ɾida̠
ㄱㅏㄹㅆㅏㅇㄷㅐㄷㅏ	ka̠ɭs͈a̠ŋdɛ̝da̠
ㄱㅏㄹㅆㅏㅇㅇㅣㄷㅏ	ka̠ɭs͈a̠ŋida̠
ㄱㅏㄹㅆㅏㅇㅎㅏㄷㅏ	ka̠ɭs͈a̠ŋɦa̠da̠
ㄱㅏㄹㅆㅣㄴ	ka̠ɭɕ͈in
ㄱㅏㄹㅆㅣㄴㄱㅏㄹㅆㅣㄴ	ka̠ɭɕ͈inɡa̠ɭɕ͈in
ㄱㅏㄹㅆㅣㄴㄱㅏㄹㅆㅣㄴㅎㅏㄷㅏ	ka̠ɭɕ͈inɡa̠ɭɕ͈inɦa̠da̠
ㄱㅏㄹㅆㅣㄴㄱㅓㄹㅣㄷㅏ	ka̠ɭɕ͈inɡʌ̹ɾida̠
ㄱㅏㄹㅆㅣㄴㄷㅐㄷㅏ	ka̠ɭɕ͈indɛ̝da̠
ㄱㅏㄹㅆㅣㄴㅎㅏㄷㅏ	ka̠ɭɕ͈inɦa̠da̠
ㄱㅏㄹㅇㅏㄷㅣㄷㅏ	ka̠ɾa̠dida̠
ㄱㅏㄹㅇㅏㅇㅣㅂㄷㅏ	ka̠ɾa̠ip̚t͈a̠
ㄱㅏㄹㅇㅏㅌㅏㄷㅏ	ka̠ɾa̠tʰa̠da̠
ㄱㅏㄹㅇㅏㄵㄷㅏ	ka̠ɾa̠nt͈a̠
ㄱㅏㄹㅇㅗㅅ	ka̠ɾo̞t̚
ㄱㅏㄹㅇㅡㅁㅈㅣㄹ	ka̠ɾɯmd͡ʑiɭ
ㄱㅏㄹㅇㅣ	ka̠ɾi
ㄱㅏㄹㅇㅣㅍ	ka̠ɾip̚
ㄱㅏㄹㅈㅡㅇ	ka̠ɭd͡ʑɯŋ
ㄱㅏㄹㅉㅜㄱ	ka̠ɭt͡ɕ͈uk̚
ㄱㅏㄹㅉㅜㄱㅎㅏㄷㅏ	ka̠ɭt͡ɕ͈ukʰa̠da̠
ㄱㅏㄹㅉㅜㄱㅎㅣ	ka̠ɭt͡ɕ͈ukçi
ㄱㅏㄹㅊㅐ	ka̠ɭt͡ɕʰɛ̝
ㄱㅏㄹㅊㅟ	ka̠ɭt͡ɕʰɥi
ㄱㅏㄹㅊㅣ	ka̠ɭt͡ɕʰi
ㄱㅏㄹㅋㅜㄹㅔㄱㅣ	ka̠ɭkʰuɾe̞ɡi
ㄱㅏㄹㅋㅟ	ka̠ɭkʰɥi
ㄱㅏㄹㅌㅏㄴ	ka̠ɭtʰa̠n
ㄱㅏㄹㅌㅗ	ka̠ɭtʰo̞
ㄱㅏㄹㅍㅏ	ka̠ɭpʰa̠
ㄱㅏㄹㅍㅏㅇ	ka̠ɭpʰa̠ŋ
ㄱㅏㄹㅍㅏㅇㅈㅣㄹㅍㅏㅇ	ka̠ɭpʰa̠ŋd͡ʑiɭpʰa̠ŋ
ㄱㅏㄹㅍㅏㅇㅈㅣㄹㅍㅏㅇㅎㅏㄷㅏ	ka̠ɭpʰa̠ŋd͡ʑiɭpʰa̠ŋɦa̠da̠
ㄱㅏㄹㅍㅣ	ka̠ɭpʰi
ㄱㅏㄹㅍㅣㄱㅏㄹㅍㅣ	ka̠ɭpʰiɡa̠ɭpʰi
ㄱㅏㄺㄷㅏ	ka̠k̚t͈a̠
ㄱㅏㄺㅇㅏㄷㅏㅇㄱㅣㄷㅏ	ka̠ɭɡa̠da̠ŋɡida̠
ㄱㅏㄺㅇㅏㅁㅓㄱㄱㅣ	ka̠ɭɡa̠mʌ̹k̚k͈i
ㄱㅏㄺㅇㅏㅁㅓㄱㄷㅏ	ka̠ɭɡa̠mʌ̹k̚t͈a̠
ㄱㅏㄺㅈㅏㄱ	ka̠k̚t͡ɕ͈a̠k̚
ㄱㅏㄺㅈㅏㄱㄱㅏㄺㅈㅏㄱ	ka̠k̚t͡ɕ͈a̠k̚k͈a̠k̚t͡ɕ͈a̠k̚
ㄱㅏㄺㅈㅏㄱㄱㅏㄺㅈㅏㄱㅎㅏㄷㅏ	ka̠k̚t͡ɕ͈a̠k̚k͈a̠k̚t͡ɕ͈a̠kʰa̠da̠
ㄱㅏㄺㅈㅏㄱㄱㅓㄹㅣㄷㅏ	ka̠k̚t͡ɕ͈a̠k̚k͈ʌ̹ɾida̠
ㄱㅏㄺㅈㅏㄱㄷㅐㄷㅏ	ka̠k̚t͡ɕ͈a̠k̚t͈ɛ̝da̠
ㄱㅏㄺㅈㅏㄱㅇㅣㄷㅏ	ka̠k̚t͡ɕ͈a̠ɡida̠
ㄱㅏㄺㅈㅜㄱ	ka̠k̚t͡ɕ͈uk̚
ㄱㅏㄺㅈㅜㄱㄱㅏㄺㅈㅜㄱ	ka̠k̚t͡ɕ͈uk̚k͈a̠k̚t͡ɕ͈uk̚
ㄱㅏㄺㅈㅜㄱㄱㅏㄺㅈㅜㄱㅎㅏㄷㅏ	ka̠k̚t͡ɕ͈uk̚k͈a̠k̚t͡ɕ͈ukʰa̠da̠
ㄱㅏㄺㅈㅜㄱㄱㅓㄹㅣㄷㅏ	ka̠k̚t͡ɕ͈uk̚k͈ʌ̹ɾida̠
ㄱㅏㄺㅈㅜㄱㄷㅐㄷㅏ	ka̠k̚t͡ɕ͈uk̚t͈ɛ̝da̠
ㄱㅏㄺㅈㅜㄱㅇㅣㄷㅏ	ka̠k̚t͡ɕ͈uɡida̠
ㄱㅏㄺㅎㅣㄷㅏ	ka̠ɭkçida̠
ㄱㅏㅁ	ka̠m
ㄱㅏㅁㄱㅏㅅㅏㅇㄱㅏㄱ	ˈka̠ːmɡa̠sʰa̠ŋɡa̠k̚
ㄱㅏㅁㄱㅏㄱ	ka̠mɡa̠k̚
ㄱㅏㅁㄱㅏㄱ ㄱㅣㄱㅘㄴ	ka̠mɡa̠k̚ kiɡwa̠n
ㄱㅏㅁㄱㅏㄱ ㄱㅣㄱㅘㄴ	ka̠mɡa̠k̚ kiɡwa̠n
ㄱㅏㅁㄱㅏㅁ	ka̠mɡa̠m
ㄱㅏㅁㄱㅏㅁㅅㅗㅅㅣㄱ	ka̠mɡa̠msʰo̞ɕʰik̚
ㄱㅏㅁㄱㅏㅁㅎㅏㄷㅏ	ka̠mɡa̠mɦa̠da̠
ㄱㅏㅁㄱㅏㅁㅎㅣ	ka̠mɡa̠mʝi
ㄱㅏㅁㄱㅕㄱ	ka̠mɡjʌ̹k̚
ㄱㅏㅁㄱㅕㄱㅁㅜㅈㅣ	ka̠mɡjʌ̹ŋmud͡ʑi
ㄱㅏㅁㄱㅕㄱㅁㅜㅈㅣㅎㅏㄷㅏ	ka̠mɡjʌ̹ŋmud͡ʑiɦa̠da̠
ㄱㅏㅁㄱㅕㄱㅎㅏㄷㅏ	ka̠mɡjʌ̹kʰa̠da̠
ㄱㅏㅁㄱㅘㅇㅅㅓㅇㅅㅜㅈㅣ	ka̠mɡwa̠ŋsʰʌ̹ŋsʰud͡ʑi
ㄱㅏㅁㄱㅡㅁ	ka̠mɡɯm
ㄱㅏㅁㄱㅡㅁㄷㅚㄷㅏ	ka̠mɡɯmdø̞da̠
ㄱㅏㅁㄱㅡㅁㅎㅏㄷㅏ	ka̠mɡɯmɦa̠da̠
ㄱㅏㅁㄱㅣ	ka̠mɡi
ㄱㅏㅁㄱㅣㄷㅏ	ka̠mɡida̠
ㄱㅏㅁㄷㅏ	ˈka̠ːmt͈a̠
ㄱㅏㅁㄷㅏㅇㅎㅏㄷㅏ	ka̠mda̠ŋɦa̠da̠
ㄱㅏㅁㄷㅗㄱ	ka̠mdo̞k̚
ㄱㅏㅁㄷㅗㄱㅎㅏㄷㅏ	ka̠mdo̞kʰa̠da̠
ㄱㅏㅁㄷㅗㅇ	ka̠mdo̞ŋ
ㄱㅏㅁㄷㅗㅇㅅㅏ	ka̠mdo̞ŋsʰa̠
ㄱㅏㅁㄷㅗㅇㅈㅓㄱ	ka̠mdo̞ŋd͡ʑʌ̹k̚
ㄱㅏㅁㄷㅗㅇㅎㅏㄷㅏ	ka̠mdo̞ŋɦa̠da̠
ㄱㅏㅁㄷㅜㅇㄱㅐ	ka̠mduŋɡɛ̝
ㄱㅏㅁㄷㅜㅇㅇㅣ	ka̠mduŋi
ㄱㅏㅁㄹㅏㅁ	ka̠mna̠m
ㄱㅏㅁㄹㅏㅁㅅㅐㄱ	ka̠mna̠msʰɛ̝k̚
ㄱㅏㅁㄹㅣ	ka̠mni
ㄱㅏㅁㄹㅣㄱㅛ	ka̠mniɡjo
ㄱㅏㅁㅁㅏ	ka̠mma̠
ㄱㅏㅁㅁㅏ ㄷㅏㄴㅁㅕㄴㅈㅓㄱ	ka̠mma̠ ta̠nmjʌ̹nd͡ʑʌ̹k̚
ㄱㅏㅁㅁㅏㄱㅏㅄ	ka̠mma̠ɡa̠p̚
ㄱㅏㅁㅁㅏㄱㅓㅁㅊㅡㅇㅂㅓㅂ	ka̠mma̠ɡʌ̹mt͡ɕʰɯŋbʌ̹p̚
ㄱㅏㅁㅁㅏ ㄷㅏㄴㅁㅕㄴㅈㅓㄱ	ka̠mma̠ ta̠nmjʌ̹nd͡ʑʌ̹k̚
ㄱㅏㅁㅁㅕㅇ	ka̠mmjʌ̹ŋ
ㄱㅏㅁㅁㅣ	ka̠mmi
ㄱㅏㅁㅂㅏㅇ	ka̠mba̠ŋ
ㄱㅏㅁㅂㅗㅇ	ka̠mbo̞ŋ
ㄱㅏㅁㅂㅣㅇㅏ	ka̠mbia̠
ㄱㅏㅁㅅㅏ	ka̠msʰa̠
ㄱㅏㅁㅅㅏㅎㅏㄷㅏ	ka̠msʰa̠ɦa̠da̠
ㄱㅏㅁㅅㅏㅎㅏㅂㄴㅣㄷㅏ	ka̠msʰa̠ɦa̠mnida̠
ㄱㅏㅁㅅㅏㅎㅣ	ka̠msʰa̠ʝi
ㄱㅏㅁㅅㅏㅇ	ka̠msʰa̠ŋ
